Var1,Var2,Var3,Var4,Var5,Var6
rov trace:,NaN,NaN,NaN,NaN,NaN
,-0.006,-0.004,-0.015,-0.006,0.005
,-0.005,-0.005,-0.01,-0.005,0.003
,-0.004,-0.005,-0.003,-0.004,0.001
,-0.002,-0.005,0.003,-0.002,0
,-0.002,-0.004,0.005,-0.002,0
,-0.001,-0.003,0.004,-0.001,-0.001
,-0.001,-0.002,0.001,-0.001,-0.002
,0,0,-0.001,0,-0.005
,0.001,0.002,-0.002,0.001,-0.009
,0.002,0.004,-0.001,0.002,-0.01
,0.003,0.004,0,0.003,-0.01
,0.004,0.002,0.001,0.004,-0.008
,0.005,0.001,0.001,0.005,-0.005
,0.006,-0.001,0,0.006,-0.004
,0.007,-0.001,0,0.007,-0.004
,0.006,-0.001,0.001,0.006,-0.005
,0.006,-0.001,0.002,0.006,-0.005
,0.006,-0.001,0.003,0.006,-0.002
,0.007,-0.001,0.004,0.007,0.003
,0.008,-0.002,0.004,0.008,0.008
,0.007,-0.003,0.004,0.007,0.013
,0.003,-0.003,0.004,0.003,0.014
,-0.002,-0.002,0.006,-0.002,0.012
,-0.005,-0.001,0.007,-0.005,0.008
,-0.007,0,0.008,-0.007,0.004
,-0.006,0,0.008,-0.006,0.001
,-0.003,-0.001,0.005,-0.003,-0.001
,-0.002,-0.002,0.001,-0.002,-0.002
,-0.002,-0.003,-0.001,-0.002,-0.003
,-0.004,-0.002,-0.002,-0.004,-0.003
,-0.005,0,-0.002,-0.005,-0.003
,-0.006,0.002,-0.002,-0.006,-0.002
,-0.006,0.004,-0.002,-0.006,0.001
,-0.005,0.006,-0.005,-0.005,0.004
,-0.003,0.007,-0.008,-0.003,0.007
,-0.001,0.007,-0.01,-0.001,0.008
,0,0.006,-0.012,0,0.007
,0.001,0.004,-0.011,0.001,0.004
,0.002,0.002,-0.009,0.002,0.001
,0.002,0,-0.006,0.002,-0.002
,0.001,-0.002,-0.004,0.001,-0.004
,0,-0.002,-0.003,0,-0.005
,-0.001,-0.001,-0.003,-0.001,-0.004
,-0.002,0.001,-0.004,-0.002,-0.003
,-0.002,0.002,-0.004,-0.002,-0.003
,-0.001,0.003,-0.004,-0.001,-0.004
,0.001,0.003,-0.004,0.001,-0.006
,0.004,0,-0.004,0.004,-0.008
,0.007,-0.003,-0.005,0.007,-0.009
,0.01,-0.006,-0.006,0.01,-0.009
,0.012,-0.007,-0.006,0.012,-0.008
,0.012,-0.004,-0.006,0.012,-0.005
,0.012,-0.001,-0.004,0.012,-0.001
,0.012,0.002,-0.002,0.012,0.003
,0.012,0.003,0.001,0.012,0.005
,0.011,0.003,0.002,0.011,0.005
,0.009,0.003,0.003,0.009,0.002
,0.006,0.004,0.004,0.006,-0.001
,0.004,0.007,0.003,0.004,-0.003
,0.002,0.009,0.004,0.002,-0.002
,0.001,0.01,0.004,0.001,0.002
,0.001,0.008,0.004,0.001,0.007
,0.001,0.005,0.003,0.001,0.009
,-0.001,0.002,0.003,-0.001,0.009
,-0.002,0,0.002,-0.002,0.006
,-0.004,-0.001,0.002,-0.004,0.002
,-0.005,0,0.004,-0.005,0.001
,-0.005,0,0.006,-0.005,0.002
,-0.005,0.001,0.007,-0.005,0.005
,-0.003,0.001,0.007,-0.003,0.006
,-0.002,0,0.006,-0.002,0.005
,-0.002,0,0.005,-0.002,0.003
,-0.002,-0.001,0.006,-0.002,0
,-0.004,0,0.007,-0.004,-0.001
,-0.007,0,0.007,-0.007,0.001
,-0.009,0,0.005,-0.009,0.003
,-0.01,0,0.001,-0.01,0.005
,-0.01,-0.002,-0.004,-0.01,0.004
,-0.009,-0.004,-0.006,-0.009,0
,-0.008,-0.005,-0.005,-0.008,-0.003
,-0.007,-0.005,-0.004,-0.007,-0.004
,-0.005,-0.004,-0.003,-0.005,-0.003
,-0.002,-0.003,-0.004,-0.002,-0.001
,0.001,-0.003,-0.008,0.001,0
,0.005,-0.003,-0.011,0.005,-0.001
,0.006,-0.003,-0.01,0.006,-0.004
,0.005,-0.002,-0.006,0.005,-0.008
,0.002,-0.001,0.001,0.002,-0.01
,-0.001,0.001,0.007,-0.001,-0.01
,-0.002,0.002,0.009,-0.002,-0.008
,0,0.002,0.009,0,-0.005
,0.003,0,0.006,0.003,-0.002
,0.007,-0.002,0.004,0.007,0
,0.009,-0.004,0.004,0.009,0
,0.009,-0.005,0.003,0.009,0
,0.007,-0.005,0.002,0.007,-0.001
,0.005,-0.005,-0.001,0.005,-0.001
,0.003,-0.005,-0.004,0.003,-0.002
,0.002,-0.007,-0.005,0.002,-0.001
,0.003,-0.008,-0.005,0.003,-0.001
,0.004,-0.008,-0.002,0.004,-0.002
,0.005,-0.006,0.001,0.005,-0.003
,0.007,-0.002,0.004,0.007,-0.004
,0.007,0.003,0.005,0.007,-0.004
,0.007,0.006,0.006,0.007,-0.002
,0.005,0.007,0.008,0.005,0.001
,0.002,0.006,0.009,0.002,0.005
,-0.001,0.004,0.01,-0.001,0.007
,-0.003,0.002,0.01,-0.003,0.008
,-0.003,0.001,0.007,-0.003,0.008
,-0.002,0.002,0.004,-0.002,0.007
,-0.001,0.004,0.001,-0.001,0.007
,-0.001,0.007,-0.001,-0.001,0.006
,-0.002,0.01,-0.003,-0.002,0.006
,-0.005,0.009,-0.003,-0.005,0.004
,-0.008,0.006,-0.003,-0.008,0.001
,-0.01,0,-0.003,-0.01,-0.002
,-0.009,-0.005,-0.004,-0.009,-0.004
,-0.007,-0.007,-0.004,-0.007,-0.004
,-0.004,-0.006,-0.004,-0.004,-0.003
,-0.002,-0.002,-0.004,-0.002,-0.001
,-0.001,0.003,-0.002,-0.001,0
,-0.001,0.005,-0.001,-0.001,0
,-0.002,0.004,-0.001,-0.002,-0.001
,-0.002,0.001,-0.001,-0.002,-0.003
,-0.002,-0.001,-0.002,-0.002,-0.005
,-0.001,-0.001,-0.004,-0.001,-0.005
,0.001,0.002,-0.006,0.001,-0.004
,0.003,0.006,-0.008,0.003,-0.004
,0.004,0.009,-0.01,0.004,-0.004
,0.006,0.008,-0.01,0.006,-0.007
,0.007,0.004,-0.009,0.007,-0.011
,0.008,-0.001,-0.006,0.008,-0.013
,0.008,-0.005,-0.003,0.008,-0.013
,0.007,-0.007,0,0.007,-0.01
,0.006,-0.006,0.001,0.006,-0.005
,0.005,-0.005,0.002,0.005,0
,0.005,-0.005,0.002,0.005,0.004
,0.005,-0.005,0.002,0.005,0.005
,0.006,-0.006,0.002,0.006,0.005
,0.006,-0.006,0.002,0.006,0.004
,0.006,-0.005,0.002,0.006,0.004
,0.005,-0.004,0.002,0.005,0.005
,0.004,-0.003,0.004,0.004,0.006
,0.003,-0.002,0.006,0.003,0.007
,0.002,0,0.008,0.002,0.007
,0,0.003,0.009,0,0.007
,-0.002,0.006,0.008,-0.002,0.006
,-0.004,0.008,0.006,-0.004,0.005
,-0.004,0.007,0.004,-0.004,0.005
,-0.004,0.003,0.003,-0.004,0.004
,-0.004,-0.002,0.002,-0.004,0.004
,-0.005,-0.006,0.001,-0.005,0.003
,-0.006,-0.007,0.001,-0.006,0.003
,-0.007,-0.004,0.001,-0.007,0.003
,-0.007,0.002,0.001,-0.007,0.003
,-0.004,0.006,0.001,-0.004,0.003
,0,0.009,0.001,0,0.004
,0.003,0.009,-0.001,0.003,0.004
,0.002,0.009,-0.004,0.002,0.003
,-0.002,0.008,-0.007,-0.002,0.002
,-0.008,0.008,-0.009,-0.008,0.001
,-0.013,0.007,-0.01,-0.013,0
,-0.013,0.004,-0.008,-0.013,-0.002
,-0.011,0,-0.007,-0.011,-0.004
,-0.006,-0.004,-0.006,-0.006,-0.007
,-0.002,-0.006,-0.006,-0.002,-0.009
,0,-0.008,-0.008,0,-0.011
,0,-0.008,-0.01,0,-0.011
,0,-0.007,-0.01,0,-0.009
,0,-0.006,-0.007,0,-0.006
,0.003,-0.004,-0.004,0.003,-0.004
,0.007,-0.002,0,0.007,-0.002
,0.01,-0.001,0.001,0.01,-0.002
,0.011,0,-0.001,0.011,-0.002
,0.009,0,-0.005,0.009,-0.003
,0.005,0.001,-0.007,0.005,-0.002
,0.001,0.002,-0.007,0.001,-0.001
,-0.002,0.003,-0.003,-0.002,0.001
,-0.001,0.003,0.002,-0.001,0.004
,0.003,0.002,0.008,0.003,0.006
,0.007,0,0.01,0.007,0.007
,0.009,0,0.009,0.009,0.007
,0.008,0,0.006,0.008,0.007
,0.006,0,0.002,0.006,0.007
,0.002,0.001,0,0.002,0.006
,-0.001,0,0,-0.001,0.004
,-0.002,-0.001,0.003,-0.002,0.002
,-0.002,-0.001,0.006,-0.002,0.001
,-0.001,-0.001,0.008,-0.001,0.001
,0,0,0.009,0,0.003
,-0.001,0.001,0.008,-0.001,0.006
,-0.003,0.001,0.008,-0.003,0.008
,-0.006,0,0.007,-0.006,0.009
,-0.008,-0.001,0.006,-0.008,0.007
,-0.007,-0.001,0.004,-0.007,0.004
,-0.005,0,0.002,-0.005,0.002
,-0.003,0.002,-0.001,-0.003,0
,-0.001,0.004,-0.004,-0.001,-0.001
,-0.002,0.003,-0.006,-0.002,-0.001
,-0.005,0,-0.007,-0.005,-0.002
,-0.007,-0.004,-0.007,-0.007,-0.003
,-0.009,-0.008,-0.007,-0.009,-0.003
,-0.008,-0.009,-0.008,-0.008,-0.004
,-0.006,-0.009,-0.01,-0.006,-0.004
,-0.004,-0.007,-0.011,-0.004,-0.005
,-0.002,-0.006,-0.011,-0.002,-0.006
,-0.002,-0.005,-0.009,-0.002,-0.007
,-0.001,-0.003,-0.005,-0.001,-0.008
,0.001,-0.001,-0.002,0.001,-0.008
,0.002,0.002,-0.001,0.002,-0.007
,0.003,0.005,-0.001,0.003,-0.005
,0.001,0.006,-0.002,0.001,-0.004
,-0.001,0.006,-0.003,-0.001,-0.002
,-0.003,0.005,-0.001,-0.003,-0.001
,-0.002,0.003,0.002,-0.002,0
,0,0.002,0.006,0,0.002
,0.001,0,0.008,0.001,0.003
,0.001,-0.002,0.008,0.001,0.003
,-0.002,-0.002,0.005,-0.002,0.002
,-0.004,-0.002,0.001,-0.004,0
,-0.004,0,-0.002,-0.004,-0.003
,-0.002,0.002,-0.002,-0.002,-0.004
,0.002,0.003,0,0.002,-0.003
,0.007,0.002,0.004,0.007,-0.002
,0.009,0,0.009,0.009,0
,0.009,-0.002,0.011,0.009,0.002
,0.006,-0.002,0.011,0.006,0.003
,0.003,0,0.01,0.003,0.004
,0,0.003,0.008,0,0.005
,-0.002,0.007,0.007,-0.002,0.006
,-0.004,0.008,0.006,-0.004,0.005
,-0.006,0.008,0.006,-0.006,0.004
,-0.007,0.005,0.004,-0.007,0.004
,-0.007,0.001,0.001,-0.007,0.004
,-0.006,-0.002,-0.002,-0.006,0.004
,-0.004,-0.003,-0.004,-0.004,0.004
,-0.002,-0.002,-0.005,-0.002,0.003
,-0.001,0,-0.005,-0.001,0.001
,-0.002,0.002,-0.003,-0.002,-0.001
,-0.002,0.003,-0.002,-0.002,-0.002
,-0.001,0.001,-0.002,-0.001,-0.003
,0.002,-0.002,-0.003,0.002,-0.003
,0.005,-0.003,-0.004,0.005,-0.002
,0.006,-0.002,-0.004,0.006,-0.002
,0.004,0.002,-0.002,0.004,-0.002
,0.001,0.006,0,0.001,-0.001
,-0.003,0.008,0,-0.003,0.001
,-0.005,0.007,-0.002,-0.005,0.002
,-0.005,0.004,-0.005,-0.005,0.001
,-0.003,0,-0.008,-0.003,-0.002
,-0.002,-0.002,-0.009,-0.002,-0.005
,-0.001,-0.003,-0.008,-0.001,-0.008
,-0.001,-0.003,-0.006,-0.001,-0.009
,0,-0.003,-0.005,0,-0.008
,0.001,-0.004,-0.004,0.001,-0.006
,0.003,-0.004,-0.004,0.003,-0.004
,0.005,-0.005,-0.003,0.005,-0.003
,0.007,-0.004,-0.002,0.007,-0.001
,0.009,-0.003,0,0.009,0.001
,0.01,-0.002,0.001,0.01,0.004
,0.01,-0.002,0.001,0.01,0.007
,0.009,-0.001,0.001,0.009,0.008
,0.007,-0.001,0.002,0.007,0.008
,0.004,0,0.003,0.004,0.006
,0.001,0.001,0.005,0.001,0.005
,-0.001,0.001,0.007,-0.001,0.004
,-0.001,-0.001,0.007,-0.001,0.003
,0,-0.002,0.005,0,0.002
,-0.001,-0.004,0.003,-0.001,0.002
,-0.002,-0.004,0.002,-0.002,0.001
,-0.003,-0.003,0.002,-0.003,0
,-0.003,-0.002,0.002,-0.003,0
,-0.002,-0.001,0.001,-0.002,0
,-0.001,-0.001,0,-0.001,0
,0.001,-0.001,-0.002,0.001,0.001
,0.001,-0.001,-0.002,0.001,0.002
,0,0,0,0,0.003
,-0.001,0.001,0.002,-0.001,0.003
,-0.003,0.003,0.004,-0.003,0.001
,-0.005,0.005,0.004,-0.005,-0.002
,-0.006,0.005,0.001,-0.006,-0.004
,-0.006,0.004,-0.003,-0.006,-0.005
,-0.006,0.002,-0.006,-0.006,-0.005
,-0.006,0,-0.007,-0.006,-0.003
,-0.006,-0.001,-0.007,-0.006,-0.001
,-0.007,-0.001,-0.005,-0.007,-0.001
,-0.007,0,-0.003,-0.007,-0.002
,-0.006,0.001,-0.002,-0.006,-0.005
,-0.003,0.001,-0.001,-0.003,-0.007
,0,0.001,-0.001,0,-0.007
,0.003,0,-0.004,0.003,-0.005
,0.004,-0.001,-0.013,0.004,-0.003
,0.003,-0.002,-0.03,0.003,0
,0.002,-0.003,-0.055,0.002,0.002
,0.002,-0.003,-0.083,0.002,0.002
,0.002,-0.003,-0.103,0.002,0
,0.003,-0.002,-0.105,0.003,-0.003
,0.004,-0.001,-0.085,0.004,-0.005
,0.005,0,-0.046,0.005,-0.004
,0.005,0,-0.001,0.005,-0.002
,0.004,-0.002,0.037,0.004,0.001
,0.003,-0.003,0.059,0.003,0.004
,0.002,-0.003,0.067,0.002,0.004
,0,-0.001,0.063,0,0.003
,-0.002,0.001,0.058,-0.002,0.001
,-0.003,0.004,0.054,-0.003,0
,-0.004,0.005,0.054,-0.004,0
,-0.003,0.005,0.055,-0.003,0.001
,-0.001,0.004,0.054,-0.001,0.002
,0.003,0.004,0.05,0.003,0.001
,0.005,0.003,0.043,0.005,-0.001
,0.005,0.004,0.037,0.005,-0.002
,0.003,0.004,0.033,0.003,0
,-0.001,0.004,0.031,-0.001,0.004
,-0.004,0.004,0.03,-0.004,0.008
,-0.004,0.004,0.027,-0.004,0.011
,-0.003,0.004,0.021,-0.003,0.01
,-0.001,0.003,0.015,-0.001,0.008
,0.001,0.002,0.01,0.001,0.005
,0.001,0.001,0.007,0.001,0.003
,0,0,0.007,0,0.001
,-0.002,-0.002,0.006,-0.002,-0.001
,-0.002,-0.003,0.003,-0.002,-0.003
,-0.002,-0.004,-0.002,-0.002,-0.005
,-0.001,-0.005,-0.007,-0.001,-0.005
,0,-0.005,-0.009,0,-0.003
,0,-0.005,-0.006,0,-0.002
,-0.001,-0.004,-0.001,-0.001,-0.002
,-0.002,-0.003,0.003,-0.002,-0.002
,-0.002,-0.001,0.003,-0.002,-0.003
,0,0,-0.002,0,-0.004
,0.002,0.001,-0.009,0.002,-0.003
,0.004,0.002,-0.014,0.004,-0.002
,0.006,0.003,-0.015,0.006,-0.001
,0.006,0.003,-0.013,0.006,-0.001
,0.005,0.003,-0.009,0.005,-0.002
,0.004,0.002,-0.006,0.004,-0.003
,0.002,0,-0.006,0.002,-0.004
,0.001,-0.001,-0.009,0.001,-0.004
,0,-0.003,-0.011,0,-0.004
,-0.001,-0.005,-0.012,-0.001,-0.004
,-0.001,-0.005,-0.01,-0.001,-0.003
,0.001,-0.005,-0.007,0.001,-0.001
,0.003,-0.004,-0.006,0.003,0.001
,0.006,-0.002,-0.006,0.006,0.002
,0.006,0,-0.009,0.006,0.003
,0.006,0.002,-0.012,0.006,0.004
,0.004,0.003,-0.013,0.004,0.005
,0.002,0.003,-0.012,0.002,0.005
,0,0.001,-0.009,0,0.005
,-0.001,-0.001,-0.006,-0.001,0.004
,-0.001,-0.002,-0.004,-0.001,0.002
,-0.002,-0.001,-0.003,-0.002,0
,-0.003,0.001,-0.003,-0.003,-0.001
,-0.004,0.003,-0.002,-0.004,-0.001
,-0.004,0.004,-0.001,-0.004,0
,-0.003,0.003,0,-0.003,0.001
,-0.002,0,-0.002,-0.002,0.001
,-0.002,-0.004,-0.006,-0.002,-0.001
,-0.002,-0.005,-0.009,-0.002,-0.004
,-0.003,-0.004,-0.01,-0.003,-0.006
,-0.004,-0.001,-0.008,-0.004,-0.006
,-0.003,0.003,-0.004,-0.003,-0.005
,-0.003,0.006,0,-0.003,-0.002
,-0.002,0.008,0.003,-0.002,0
,-0.002,0.007,0.003,-0.002,0
,-0.001,0.005,0.001,-0.001,-0.001
,0.001,0.003,-0.002,0.001,-0.002
,0.002,0.001,-0.005,0.002,-0.003
,0.002,0,-0.007,0.002,-0.002
,0.001,-0.001,-0.007,0.001,0
,0,-0.002,-0.006,0,0
,0,-0.004,-0.004,0,0
,0,-0.005,-0.002,0,-0.002
,0.002,-0.005,0.001,0.002,-0.004
,0.004,-0.005,0.002,0.004,-0.005
,0.005,-0.003,0.002,0.005,-0.006
,0.005,-0.002,0.001,0.005,-0.004
,0.004,-0.001,-0.001,0.004,-0.002
,0.003,0,-0.002,0.003,0.001
,0.003,0.001,-0.003,0.003,0.004
,0.004,0.002,-0.003,0.004,0.006
,0.006,0.001,-0.002,0.006,0.007
,0.007,0,0,0.007,0.008
,0.007,-0.002,0.002,0.007,0.007
,0.005,-0.002,0.002,0.005,0.007
,0.001,-0.001,0.002,0.001,0.006
,-0.003,0.001,0.001,-0.003,0.006
,-0.006,0.002,0.002,-0.006,0.005
,-0.006,0.002,0.004,-0.006,0.004
,-0.003,0,0.006,-0.003,0.002
,0.001,-0.003,0.006,0.001,0
,0.004,-0.005,0.005,0.004,-0.002
,0.005,-0.006,0.003,0.005,-0.002
,0.004,-0.006,0,0.004,-0.001
,0.002,-0.005,-0.002,0.002,0.001
,0,-0.003,-0.003,0,0.004
,-0.002,-0.001,-0.002,-0.002,0.005
,-0.002,0.001,-0.002,-0.002,0.005
,-0.002,0.004,-0.001,-0.002,0.004
,-0.001,0.007,0,-0.001,0.003
,-0.001,0.008,0,-0.001,0.002
,-0.003,0.008,0,-0.003,0.001
,-0.005,0.005,0.001,-0.005,0.001
,-0.007,0.002,0.002,-0.007,0
,-0.008,0,0.004,-0.008,0
,-0.006,-0.002,0.008,-0.006,-0.001
,-0.004,-0.002,0.014,-0.004,-0.002
,0,-0.002,0.024,0,-0.003
,0.002,-0.001,0.039,0.002,-0.004
,0.003,0,0.058,0.003,-0.005
,0.003,0,0.076,0.003,-0.006
,0.002,-0.001,0.085,0.002,-0.008
,0.002,-0.001,0.076,0.002,-0.01
,0.002,-0.001,0.051,0.002,-0.01
,0.003,0,0.016,0.003,-0.01
,0.003,0,-0.018,0.003,-0.008
,0.003,0,-0.042,0.003,-0.006
,0.003,0,-0.054,0.003,-0.003
,0.003,-0.001,-0.058,0.003,0
,0.004,0,-0.061,0.004,0.003
,0.003,0.001,-0.064,0.003,0.005
,0.001,0.002,-0.065,0.001,0.005
,-0.003,0.003,-0.06,-0.003,0.005
,-0.008,0.002,-0.048,-0.008,0.004
,-0.011,0,-0.031,-0.011,0.004
,-0.01,-0.002,-0.016,-0.01,0.004
,-0.007,-0.004,-0.01,-0.007,0.004
,-0.004,-0.005,-0.013,-0.004,0.004
,-0.002,-0.004,-0.022,-0.002,0.004
,-0.002,-0.003,-0.029,-0.002,0.004
,-0.004,-0.002,-0.029,-0.004,0.003
,-0.006,-0.002,-0.023,-0.006,0.002
,-0.006,-0.001,-0.011,-0.006,0.001
,-0.005,-0.001,0,-0.005,0.001
,-0.003,-0.001,0.008,-0.003,0.001
,-0.001,-0.001,0.01,-0.001,0.002
,0,0,0.009,0,0.002
,0,0.002,0.004,0,0.002
,0,0.003,-0.001,0,0.002
,-0.001,0.003,-0.006,-0.001,0.003
,-0.001,0.002,-0.008,-0.001,0.004
,-0.001,-0.001,-0.007,-0.001,0.004
,-0.001,-0.004,-0.003,-0.001,0.004
,-0.001,-0.006,0.004,-0.001,0.001
,-0.001,-0.006,0.011,-0.001,-0.003
,-0.002,-0.004,0.016,-0.002,-0.006
,-0.003,-0.001,0.017,-0.003,-0.008
,-0.003,0.001,0.016,-0.003,-0.007
,-0.001,0.001,0.013,-0.001,-0.004
,0.002,0,0.01,0.002,0
,0.005,-0.001,0.009,0.005,0.003
,0.007,-0.001,0.01,0.007,0.003
,0.005,0.001,0.012,0.005,0.002
,0.003,0.004,0.014,0.003,-0.001
,0,0.008,0.014,0,-0.004
,0,0.009,0.013,0,-0.007
,0.001,0.008,0.012,0.001,-0.008
,0.004,0.004,0.011,0.004,-0.008
,0.006,0,0.011,0.006,-0.008
,0.007,-0.003,0.011,0.007,-0.007
,0.005,-0.004,0.011,0.005,-0.005
,0.004,-0.003,0.011,0.004,-0.002
,0.003,-0.001,0.009,0.003,0.001
,0.002,0.001,0.008,0.002,0.004
,0.002,0.002,0.009,0.002,0.006
,0.002,0.002,0.01,0.002,0.005
,0.002,0.001,0.01,0.002,0.004
,0,-0.001,0.01,0,0.002
,-0.002,-0.002,0.007,-0.002,0.002
,-0.003,-0.003,0.004,-0.003,0.003
,-0.002,-0.003,0.002,-0.002,0.005
,0,-0.002,0.001,0,0.005
,0.003,-0.002,0.002,0.003,0.005
,0.004,-0.001,0.001,0.004,0.003
