Var1,Var2,Var3,Var4,Var5,Var6,Var7
rov trace:,NaN,NaN,NaN,NaN,NaN,NaN
,0.007,-0.028,-0.006,0.007,-0.01,0.01
,0.007,-0.028,-0.006,0.007,-0.01,0.011
,0.007,-0.028,-0.007,0.007,-0.009,0.013
,0.006,-0.028,-0.007,0.006,-0.009,0.014
,0.005,-0.027,-0.007,0.005,-0.008,0.015
,0.005,-0.026,-0.008,0.005,-0.008,0.016
,0.004,-0.025,-0.008,0.004,-0.008,0.018
,0.003,-0.023,-0.009,0.003,-0.008,0.019
,0.002,-0.022,-0.01,0.002,-0.008,0.021
,0.002,-0.02,-0.011,0.002,-0.008,0.022
,0.001,-0.018,-0.011,0.001,-0.008,0.023
,0,-0.016,-0.012,0,-0.008,0.025
,-0.001,-0.014,-0.013,-0.001,-0.008,0.026
,-0.002,-0.012,-0.014,-0.002,-0.008,0.027
,-0.003,-0.01,-0.014,-0.003,-0.008,0.028
,-0.003,-0.008,-0.015,-0.003,-0.009,0.028
,-0.004,-0.005,-0.016,-0.004,-0.009,0.029
,-0.005,-0.003,-0.017,-0.005,-0.009,0.029
,-0.005,-0.001,-0.017,-0.005,-0.009,0.03
,-0.006,0.001,-0.018,-0.006,-0.01,0.03
,-0.006,0.003,-0.018,-0.006,-0.01,0.029
,-0.007,0.005,-0.019,-0.007,-0.01,0.029
,-0.007,0.007,-0.019,-0.007,-0.01,0.029
,-0.008,0.009,-0.02,-0.008,-0.01,0.028
,-0.008,0.011,-0.02,-0.008,-0.01,0.027
,-0.008,0.012,-0.02,-0.008,-0.01,0.026
,-0.008,0.014,-0.02,-0.008,-0.01,0.025
,-0.008,0.015,-0.02,-0.008,-0.01,0.024
,-0.008,0.017,-0.02,-0.008,-0.01,0.022
,-0.007,0.018,-0.02,-0.007,-0.01,0.021
,-0.007,0.019,-0.02,-0.007,-0.01,0.019
,-0.007,0.02,-0.02,-0.007,-0.009,0.018
,-0.006,0.021,-0.02,-0.006,-0.009,0.016
,-0.006,0.022,-0.019,-0.006,-0.009,0.014
,-0.005,0.022,-0.019,-0.005,-0.008,0.013
,-0.005,0.023,-0.019,-0.005,-0.008,0.011
,-0.004,0.023,-0.018,-0.004,-0.007,0.01
,-0.003,0.023,-0.018,-0.003,-0.007,0.008
,-0.002,0.023,-0.017,-0.002,-0.006,0.007
,-0.002,0.023,-0.017,-0.002,-0.006,0.006
,-0.001,0.023,-0.016,-0.001,-0.005,0.005
,0,0.023,-0.016,0,-0.005,0.004
,0.001,0.022,-0.015,0.001,-0.004,0.003
,0.002,0.021,-0.015,0.002,-0.004,0.002
,0.003,0.021,-0.015,0.003,-0.003,0.001
,0.003,0.02,-0.014,0.003,-0.003,0.001
,0.004,0.019,-0.014,0.004,-0.002,0
,0.005,0.018,-0.013,0.005,-0.002,-0.001
,0.006,0.017,-0.013,0.006,-0.002,-0.001
,0.006,0.015,-0.013,0.006,-0.001,-0.001
,0.007,0.014,-0.012,0.007,-0.001,-0.002
,0.008,0.013,-0.012,0.008,-0.001,-0.002
,0.008,0.011,-0.012,0.008,-0.001,-0.002
,0.009,0.01,-0.011,0.009,-0.001,-0.003
,0.009,0.008,-0.011,0.009,0,-0.003
,0.009,0.006,-0.011,0.009,0,-0.003
,0.01,0.005,-0.011,0.01,0,-0.004
,0.01,0.003,-0.011,0.01,0,-0.004
,0.01,0.002,-0.011,0.01,0,-0.005
,0.01,0,-0.011,0.01,0,-0.005
,0.01,-0.002,-0.011,0.01,0,-0.006
,0.009,-0.003,-0.011,0.009,0,-0.006
,0.009,-0.005,-0.012,0.009,0,-0.007
,0.009,-0.006,-0.012,0.009,0,-0.008
,0.008,-0.007,-0.012,0.008,0,-0.009
,0.008,-0.008,-0.012,0.008,0,-0.01
,0.008,-0.009,-0.012,0.008,0,-0.011
,0.007,-0.01,-0.013,0.007,0,-0.012
,0.006,-0.011,-0.013,0.006,0,-0.013
,0.006,-0.012,-0.013,0.006,0,-0.014
,0.005,-0.013,-0.014,0.005,0.001,-0.016
,0.005,-0.013,-0.014,0.005,0.001,-0.017
,0.004,-0.013,-0.014,0.004,0.001,-0.018
,0.003,-0.014,-0.014,0.003,0.002,-0.019
,0.003,-0.014,-0.014,0.003,0.002,-0.02
,0.002,-0.014,-0.015,0.002,0.002,-0.021
,0.002,-0.014,-0.015,0.002,0.003,-0.022
,0.001,-0.013,-0.015,0.001,0.004,-0.023
,0,-0.013,-0.015,0,0.004,-0.024
,0,-0.012,-0.015,0,0.005,-0.025
,-0.001,-0.012,-0.014,-0.001,0.005,-0.026
,-0.001,-0.011,-0.014,-0.001,0.006,-0.026
,-0.001,-0.01,-0.014,-0.001,0.007,-0.027
,-0.002,-0.009,-0.013,-0.002,0.007,-0.027
,-0.002,-0.008,-0.013,-0.002,0.008,-0.028
,-0.002,-0.008,-0.012,-0.002,0.009,-0.028
,-0.002,-0.007,-0.012,-0.002,0.009,-0.028
,-0.002,-0.005,-0.011,-0.002,0.01,-0.028
,-0.003,-0.004,-0.01,-0.003,0.011,-0.027
,-0.003,-0.003,-0.01,-0.003,0.011,-0.027
,-0.003,-0.002,-0.009,-0.003,0.012,-0.027
,-0.003,-0.001,-0.008,-0.003,0.013,-0.026
,-0.003,0,-0.007,-0.003,0.013,-0.025
,-0.003,0.001,-0.006,-0.003,0.014,-0.025
,-0.003,0.002,-0.005,-0.003,0.014,-0.024
,-0.002,0.003,-0.004,-0.002,0.014,-0.023
,-0.002,0.004,-0.002,-0.002,0.015,-0.022
,-0.002,0.005,-0.001,-0.002,0.015,-0.022
,-0.002,0.006,0,-0.002,0.015,-0.021
,-0.002,0.007,0.001,-0.002,0.015,-0.02
,-0.002,0.008,0.002,-0.002,0.015,-0.019
,-0.002,0.009,0.003,-0.002,0.015,-0.018
,-0.002,0.01,0.004,-0.002,0.015,-0.017
,-0.002,0.011,0.005,-0.002,0.014,-0.017
,-0.002,0.012,0.006,-0.002,0.014,-0.016
,-0.002,0.013,0.007,-0.002,0.014,-0.015
,-0.002,0.014,0.008,-0.002,0.013,-0.015
,-0.002,0.014,0.009,-0.002,0.012,-0.014
,-0.002,0.015,0.01,-0.002,0.012,-0.014
,-0.002,0.016,0.011,-0.002,0.011,-0.014
,-0.002,0.017,0.012,-0.002,0.01,-0.013
,-0.002,0.017,0.012,-0.002,0.01,-0.013
,-0.002,0.018,0.013,-0.002,0.009,-0.013
,-0.002,0.019,0.014,-0.002,0.008,-0.013
,-0.002,0.019,0.014,-0.002,0.007,-0.013
,-0.002,0.02,0.015,-0.002,0.006,-0.013
,-0.002,0.02,0.016,-0.002,0.005,-0.013
,-0.002,0.02,0.016,-0.002,0.004,-0.014
,-0.002,0.021,0.017,-0.002,0.003,-0.014
,-0.003,0.021,0.017,-0.003,0.002,-0.014
,-0.003,0.021,0.018,-0.003,0.001,-0.015
,-0.003,0.021,0.018,-0.003,0,-0.015
,-0.003,0.021,0.019,-0.003,0,-0.016
,-0.003,0.02,0.019,-0.003,-0.001,-0.016
,-0.003,0.02,0.02,-0.003,-0.002,-0.017
,-0.003,0.02,0.02,-0.003,-0.003,-0.018
,-0.004,0.019,0.021,-0.004,-0.003,-0.018
,-0.004,0.019,0.021,-0.004,-0.004,-0.019
,-0.004,0.018,0.022,-0.004,-0.004,-0.02
,-0.004,0.017,0.022,-0.004,-0.005,-0.02
,-0.004,0.017,0.023,-0.004,-0.005,-0.021
,-0.004,0.016,0.024,-0.004,-0.005,-0.021
,-0.004,0.015,0.024,-0.004,-0.005,-0.022
,-0.005,0.014,0.025,-0.005,-0.006,-0.022
,-0.005,0.013,0.026,-0.005,-0.005,-0.023
,-0.005,0.013,0.027,-0.005,-0.005,-0.023
,-0.005,0.012,0.027,-0.005,-0.005,-0.023
,-0.005,0.011,0.028,-0.005,-0.005,-0.024
,-0.005,0.01,0.029,-0.005,-0.004,-0.024
,-0.005,0.009,0.03,-0.005,-0.003,-0.024
,-0.005,0.008,0.031,-0.005,-0.003,-0.024
,-0.005,0.008,0.032,-0.005,-0.002,-0.024
,-0.005,0.007,0.033,-0.005,-0.001,-0.024
,-0.005,0.006,0.034,-0.005,0,-0.024
,-0.005,0.005,0.035,-0.005,0.001,-0.024
,-0.005,0.005,0.036,-0.005,0.002,-0.024
,-0.005,0.004,0.037,-0.005,0.004,-0.023
,-0.005,0.003,0.038,-0.005,0.005,-0.023
,-0.005,0.003,0.038,-0.005,0.006,-0.022
,-0.005,0.002,0.039,-0.005,0.008,-0.022
,-0.005,0.002,0.04,-0.005,0.009,-0.021
,-0.005,0.001,0.041,-0.005,0.011,-0.021
,-0.005,0,0.042,-0.005,0.012,-0.02
,-0.005,0,0.043,-0.005,0.013,-0.02
,-0.005,-0.001,0.044,-0.005,0.014,-0.019
,-0.005,-0.001,0.044,-0.005,0.015,-0.018
,-0.005,-0.001,0.045,-0.005,0.016,-0.017
,-0.005,-0.002,0.046,-0.005,0.017,-0.017
,-0.005,-0.002,0.046,-0.005,0.018,-0.016
,-0.005,-0.002,0.047,-0.005,0.018,-0.015
,-0.005,-0.003,0.047,-0.005,0.019,-0.015
,-0.005,-0.003,0.048,-0.005,0.019,-0.014
,-0.005,-0.003,0.048,-0.005,0.018,-0.013
,-0.005,-0.003,0.049,-0.005,0.018,-0.013
,-0.005,-0.003,0.049,-0.005,0.017,-0.012
,-0.005,-0.003,0.049,-0.005,0.017,-0.011
,-0.005,-0.003,0.049,-0.005,0.016,-0.011
,-0.005,-0.003,0.05,-0.005,0.014,-0.01
,-0.006,-0.003,0.05,-0.006,0.013,-0.01
,-0.006,-0.003,0.05,-0.006,0.011,-0.01
,-0.006,-0.003,0.05,-0.006,0.009,-0.009
,-0.007,-0.002,0.05,-0.007,0.007,-0.009
,-0.007,-0.002,0.05,-0.007,0.005,-0.009
,-0.008,-0.002,0.05,-0.008,0.003,-0.009
,-0.009,-0.001,0.05,-0.009,0,-0.009
,-0.01,-0.001,0.05,-0.01,-0.002,-0.009
,-0.01,0,0.05,-0.01,-0.004,-0.008
,-0.011,0,0.05,-0.011,-0.007,-0.009
,-0.012,0.001,0.05,-0.012,-0.009,-0.009
,-0.013,0.002,0.049,-0.013,-0.012,-0.009
,-0.014,0.002,0.049,-0.014,-0.014,-0.009
,-0.015,0.003,0.049,-0.015,-0.017,-0.009
,-0.016,0.004,0.049,-0.016,-0.019,-0.009
,-0.017,0.004,0.049,-0.017,-0.021,-0.009
,-0.018,0.005,0.049,-0.018,-0.023,-0.01
,-0.019,0.005,0.049,-0.019,-0.025,-0.01
,-0.02,0.006,0.048,-0.02,-0.026,-0.01
,-0.02,0.006,0.048,-0.02,-0.028,-0.011
,-0.021,0.007,0.048,-0.021,-0.029,-0.011
,-0.022,0.007,0.048,-0.022,-0.03,-0.012
,-0.022,0.007,0.048,-0.022,-0.031,-0.012
,-0.022,0.007,0.048,-0.022,-0.031,-0.013
,-0.023,0.007,0.047,-0.023,-0.032,-0.013
,-0.023,0.007,0.047,-0.023,-0.032,-0.013
,-0.023,0.007,0.047,-0.023,-0.032,-0.014
,-0.023,0.007,0.047,-0.023,-0.032,-0.015
,-0.022,0.007,0.046,-0.022,-0.032,-0.015
,-0.022,0.006,0.046,-0.022,-0.031,-0.016
,-0.021,0.006,0.046,-0.021,-0.031,-0.016
,-0.02,0.005,0.046,-0.02,-0.03,-0.017
,-0.019,0.005,0.045,-0.019,-0.029,-0.017
,-0.018,0.004,0.045,-0.018,-0.028,-0.018
,-0.017,0.003,0.045,-0.017,-0.027,-0.018
,-0.015,0.003,0.044,-0.015,-0.026,-0.018
,-0.014,0.002,0.044,-0.014,-0.025,-0.019
,-0.012,0.001,0.044,-0.012,-0.023,-0.019
,-0.011,0,0.043,-0.011,-0.022,-0.02
,-0.009,-0.001,0.043,-0.009,-0.021,-0.02
,-0.008,-0.001,0.042,-0.008,-0.02,-0.02
,-0.006,-0.002,0.042,-0.006,-0.019,-0.021
,-0.004,-0.003,0.042,-0.004,-0.018,-0.021
,-0.003,-0.004,0.041,-0.003,-0.017,-0.021
,-0.001,-0.004,0.041,-0.001,-0.016,-0.021
,0,-0.005,0.041,0,-0.015,-0.022
,0.002,-0.005,0.04,0.002,-0.014,-0.022
,0.003,-0.006,0.04,0.003,-0.013,-0.022
,0.004,-0.006,0.04,0.004,-0.013,-0.022
,0.005,-0.006,0.04,0.005,-0.012,-0.022
,0.006,-0.006,0.039,0.006,-0.012,-0.022
,0.006,-0.006,0.039,0.006,-0.012,-0.022
,0.006,-0.006,0.039,0.006,-0.012,-0.022
,0.007,-0.006,0.039,0.007,-0.012,-0.023
,0.006,-0.006,0.039,0.006,-0.012,-0.023
,0.006,-0.006,0.039,0.006,-0.012,-0.023
,0.005,-0.005,0.039,0.005,-0.012,-0.023
,0.005,-0.005,0.038,0.005,-0.013,-0.023
,0.004,-0.004,0.038,0.004,-0.013,-0.023
,0.003,-0.004,0.038,0.003,-0.014,-0.023
,0.001,-0.003,0.038,0.001,-0.014,-0.024
,0,-0.003,0.038,0,-0.015,-0.024
,-0.002,-0.002,0.038,-0.002,-0.015,-0.024
,-0.004,-0.001,0.038,-0.004,-0.016,-0.024
,-0.006,-0.001,0.038,-0.006,-0.016,-0.025
,-0.008,0,0.037,-0.008,-0.017,-0.025
,-0.01,0.001,0.037,-0.01,-0.018,-0.025
,-0.012,0.001,0.037,-0.012,-0.018,-0.026
,-0.014,0.002,0.037,-0.014,-0.019,-0.026
,-0.016,0.003,0.036,-0.016,-0.019,-0.026
,-0.018,0.003,0.036,-0.018,-0.019,-0.027
,-0.02,0.004,0.036,-0.02,-0.02,-0.027
,-0.022,0.004,0.035,-0.022,-0.02,-0.027
,-0.024,0.005,0.035,-0.024,-0.02,-0.028
,-0.025,0.005,0.034,-0.025,-0.02,-0.028
,-0.027,0.005,0.034,-0.027,-0.02,-0.028
,-0.028,0.006,0.034,-0.028,-0.02,-0.029
,-0.029,0.006,0.033,-0.029,-0.02,-0.029
,-0.029,0.006,0.033,-0.029,-0.02,-0.03
,-0.03,0.006,0.032,-0.03,-0.02,-0.03
,-0.03,0.006,0.032,-0.03,-0.02,-0.03
,-0.03,0.006,0.032,-0.03,-0.019,-0.03
,-0.03,0.005,0.031,-0.03,-0.019,-0.031
,-0.029,0.005,0.031,-0.029,-0.018,-0.031
,-0.029,0.005,0.031,-0.029,-0.018,-0.031
,-0.028,0.004,0.031,-0.028,-0.017,-0.031
,-0.027,0.004,0.031,-0.027,-0.017,-0.031
,-0.025,0.003,0.031,-0.025,-0.016,-0.032
,-0.024,0.003,0.031,-0.024,-0.016,-0.032
,-0.023,0.002,0.031,-0.023,-0.015,-0.032
,-0.021,0.002,0.031,-0.021,-0.015,-0.032
,-0.019,0.001,0.031,-0.019,-0.014,-0.032
,-0.018,0,0.031,-0.018,-0.014,-0.032
,-0.016,0,0.031,-0.016,-0.013,-0.032
,-0.014,-0.001,0.031,-0.014,-0.013,-0.032
,-0.012,-0.001,0.031,-0.012,-0.012,-0.032
,-0.011,-0.002,0.032,-0.011,-0.012,-0.032
,-0.009,-0.002,0.032,-0.009,-0.011,-0.032
,-0.008,-0.002,0.032,-0.008,-0.011,-0.032
,-0.006,-0.003,0.032,-0.006,-0.011,-0.032
,-0.005,-0.003,0.032,-0.005,-0.01,-0.032
,-0.004,-0.003,0.032,-0.004,-0.01,-0.032
,-0.003,-0.004,0.033,-0.003,-0.01,-0.031
,-0.002,-0.004,0.033,-0.002,-0.01,-0.031
,-0.002,-0.004,0.033,-0.002,-0.01,-0.031
,-0.001,-0.004,0.032,-0.001,-0.009,-0.031
,-0.001,-0.004,0.032,-0.001,-0.009,-0.031
,-0.001,-0.003,0.032,-0.001,-0.009,-0.031
,-0.002,-0.003,0.032,-0.002,-0.01,-0.031
,-0.002,-0.003,0.031,-0.002,-0.01,-0.031
,-0.003,-0.003,0.031,-0.003,-0.01,-0.031
,-0.003,-0.003,0.03,-0.003,-0.01,-0.031
,-0.004,-0.002,0.03,-0.004,-0.01,-0.031
,-0.005,-0.002,0.029,-0.005,-0.01,-0.031
,-0.007,-0.002,0.028,-0.007,-0.011,-0.03
,-0.008,-0.001,0.028,-0.008,-0.011,-0.03
,-0.009,-0.001,0.027,-0.009,-0.011,-0.03
,-0.011,-0.001,0.026,-0.011,-0.011,-0.03
,-0.012,-0.001,0.025,-0.012,-0.012,-0.03
,-0.013,0,0.024,-0.013,-0.012,-0.029
,-0.015,0,0.023,-0.015,-0.012,-0.029
,-0.016,0,0.022,-0.016,-0.012,-0.029
,-0.018,0,0.021,-0.018,-0.013,-0.028
,-0.019,0,0.02,-0.019,-0.013,-0.028
,-0.02,0,0.019,-0.02,-0.013,-0.028
,-0.021,0,0.019,-0.021,-0.013,-0.027
,-0.022,0,0.018,-0.022,-0.013,-0.027
,-0.023,0,0.017,-0.023,-0.014,-0.026
,-0.024,0,0.016,-0.024,-0.014,-0.026
,-0.025,0,0.016,-0.025,-0.014,-0.025
,-0.026,0,0.015,-0.026,-0.014,-0.024
,-0.026,-0.001,0.015,-0.026,-0.014,-0.024
,-0.026,-0.001,0.015,-0.026,-0.014,-0.023
,-0.026,-0.001,0.015,-0.026,-0.014,-0.022
,-0.026,-0.001,0.015,-0.026,-0.014,-0.021
,-0.026,-0.002,0.015,-0.026,-0.014,-0.021
,-0.026,-0.002,0.015,-0.026,-0.013,-0.02
,-0.026,-0.002,0.016,-0.026,-0.013,-0.019
,-0.025,-0.002,0.016,-0.025,-0.013,-0.018
,-0.024,-0.002,0.017,-0.024,-0.013,-0.018
,-0.024,-0.003,0.018,-0.024,-0.012,-0.017
,-0.023,-0.003,0.019,-0.023,-0.012,-0.016
,-0.022,-0.003,0.02,-0.022,-0.012,-0.015
,-0.021,-0.003,0.021,-0.021,-0.011,-0.014
,-0.02,-0.003,0.022,-0.02,-0.011,-0.013
,-0.019,-0.003,0.023,-0.019,-0.011,-0.013
,-0.018,-0.003,0.024,-0.018,-0.01,-0.012
,-0.017,-0.002,0.026,-0.017,-0.01,-0.011
,-0.016,-0.002,0.027,-0.016,-0.009,-0.01
,-0.015,-0.002,0.028,-0.015,-0.009,-0.009
,-0.014,-0.001,0.03,-0.014,-0.008,-0.008
,-0.013,-0.001,0.031,-0.013,-0.008,-0.007
,-0.012,0,0.032,-0.012,-0.008,-0.007
,-0.011,0,0.033,-0.011,-0.007,-0.006
,-0.01,0.001,0.034,-0.01,-0.007,-0.005
,-0.009,0.002,0.035,-0.009,-0.007,-0.004
,-0.009,0.003,0.035,-0.009,-0.006,-0.003
,-0.008,0.003,0.036,-0.008,-0.006,-0.002
,-0.007,0.004,0.036,-0.007,-0.006,-0.001
,-0.007,0.005,0.036,-0.007,-0.006,0
,-0.006,0.006,0.036,-0.006,-0.006,0.001
,-0.006,0.007,0.036,-0.006,-0.006,0.002
,-0.006,0.008,0.036,-0.006,-0.006,0.002
,-0.006,0.009,0.035,-0.006,-0.006,0.003
,-0.006,0.01,0.034,-0.006,-0.007,0.004
,-0.006,0.011,0.033,-0.006,-0.007,0.004
,-0.006,0.012,0.032,-0.006,-0.007,0.005
,-0.006,0.013,0.031,-0.006,-0.007,0.005
,-0.006,0.013,0.029,-0.006,-0.008,0.005
,-0.007,0.014,0.028,-0.007,-0.008,0.005
,-0.007,0.015,0.026,-0.007,-0.009,0.005
,-0.008,0.015,0.024,-0.008,-0.009,0.005
,-0.008,0.015,0.022,-0.008,-0.01,0.004
,-0.009,0.016,0.02,-0.009,-0.011,0.004
,-0.009,0.016,0.018,-0.009,-0.011,0.003
,-0.01,0.016,0.016,-0.01,-0.012,0.002
,-0.011,0.015,0.015,-0.011,-0.013,0.001
,-0.012,0.015,0.013,-0.012,-0.014,0
,-0.013,0.015,0.011,-0.013,-0.014,-0.002
,-0.013,0.014,0.009,-0.013,-0.015,-0.003
,-0.014,0.013,0.007,-0.014,-0.016,-0.005
,-0.015,0.012,0.006,-0.015,-0.017,-0.007
,-0.016,0.011,0.004,-0.016,-0.017,-0.009
,-0.017,0.01,0.003,-0.017,-0.018,-0.011
,-0.018,0.009,0.002,-0.018,-0.018,-0.014
,-0.019,0.007,0.001,-0.019,-0.019,-0.016
,-0.019,0.006,0,-0.019,-0.02,-0.019
,-0.02,0.004,-0.001,-0.02,-0.02,-0.021
,-0.021,0.003,-0.001,-0.021,-0.02,-0.024
,-0.022,0.001,-0.001,-0.022,-0.021,-0.026
,-0.022,-0.001,-0.001,-0.022,-0.021,-0.029
,-0.023,-0.002,-0.001,-0.023,-0.021,-0.031
,-0.024,-0.004,-0.001,-0.024,-0.021,-0.034
,-0.024,-0.005,0,-0.024,-0.022,-0.036
,-0.024,-0.007,0.001,-0.024,-0.022,-0.039
,-0.025,-0.009,0.002,-0.025,-0.021,-0.041
,-0.025,-0.01,0.003,-0.025,-0.021,-0.043
,-0.026,-0.011,0.004,-0.026,-0.021,-0.045
,-0.026,-0.013,0.005,-0.026,-0.021,-0.047
,-0.026,-0.014,0.007,-0.026,-0.02,-0.048
,-0.026,-0.015,0.008,-0.026,-0.02,-0.05
,-0.026,-0.015,0.01,-0.026,-0.02,-0.051
,-0.026,-0.016,0.012,-0.026,-0.019,-0.052
,-0.027,-0.017,0.014,-0.027,-0.019,-0.053
,-0.027,-0.017,0.016,-0.027,-0.018,-0.053
,-0.027,-0.017,0.017,-0.027,-0.017,-0.054
,-0.027,-0.017,0.019,-0.027,-0.017,-0.054
,-0.027,-0.017,0.021,-0.027,-0.016,-0.054
,-0.027,-0.017,0.023,-0.027,-0.016,-0.054
,-0.027,-0.017,0.025,-0.027,-0.015,-0.054
,-0.027,-0.016,0.026,-0.027,-0.014,-0.054
,-0.027,-0.015,0.028,-0.027,-0.014,-0.054
,-0.027,-0.014,0.029,-0.027,-0.013,-0.053
,-0.027,-0.013,0.031,-0.027,-0.012,-0.053
,-0.027,-0.012,0.032,-0.027,-0.012,-0.052
,-0.027,-0.011,0.033,-0.027,-0.011,-0.051
,-0.027,-0.01,0.034,-0.027,-0.011,-0.051
,-0.027,-0.008,0.035,-0.027,-0.01,-0.05
,-0.028,-0.007,0.036,-0.028,-0.009,-0.049
,-0.028,-0.005,0.036,-0.028,-0.009,-0.048
,-0.028,-0.003,0.036,-0.028,-0.008,-0.048
,-0.028,-0.002,0.037,-0.028,-0.008,-0.047
,-0.028,0,0.037,-0.028,-0.008,-0.046
,-0.028,0.001,0.037,-0.028,-0.007,-0.046
,-0.028,0.003,0.037,-0.028,-0.007,-0.045
,-0.028,0.005,0.036,-0.028,-0.007,-0.044
,-0.028,0.006,0.036,-0.028,-0.006,-0.044
,-0.028,0.008,0.035,-0.028,-0.006,-0.043
,-0.028,0.009,0.035,-0.028,-0.006,-0.043
,-0.028,0.01,0.034,-0.028,-0.005,-0.042
,-0.028,0.012,0.033,-0.028,-0.005,-0.042
,-0.028,0.013,0.032,-0.028,-0.005,-0.041
,-0.028,0.014,0.031,-0.028,-0.005,-0.041
,-0.028,0.014,0.031,-0.028,-0.005,-0.041
,-0.027,0.015,0.03,-0.027,-0.005,-0.04
,-0.027,0.016,0.029,-0.027,-0.005,-0.04
,-0.027,0.016,0.028,-0.027,-0.005,-0.039
,-0.027,0.016,0.027,-0.027,-0.005,-0.039
,-0.026,0.016,0.026,-0.026,-0.005,-0.038
,-0.026,0.016,0.025,-0.026,-0.005,-0.038
,-0.026,0.016,0.024,-0.026,-0.005,-0.037
,-0.026,0.016,0.023,-0.026,-0.005,-0.037
,-0.025,0.016,0.022,-0.025,-0.005,-0.036
,-0.025,0.015,0.021,-0.025,-0.005,-0.035
,-0.025,0.014,0.02,-0.025,-0.005,-0.035
,-0.024,0.014,0.02,-0.024,-0.005,-0.034
,-0.024,0.013,0.019,-0.024,-0.005,-0.033
,-0.024,0.012,0.018,-0.024,-0.006,-0.032
,-0.024,0.011,0.018,-0.024,-0.006,-0.031
,-0.023,0.01,0.017,-0.023,-0.006,-0.03
,-0.023,0.009,0.017,-0.023,-0.006,-0.029
,-0.023,0.007,0.017,-0.023,-0.007,-0.029
,-0.023,0.006,0.016,-0.023,-0.007,-0.028
,-0.023,0.005,0.016,-0.023,-0.007,-0.027
,-0.023,0.004,0.016,-0.023,-0.008,-0.026
,-0.023,0.003,0.015,-0.023,-0.008,-0.025
,-0.023,0.002,0.015,-0.023,-0.008,-0.024
,-0.023,0.001,0.015,-0.023,-0.009,-0.023
,-0.023,0,0.015,-0.023,-0.009,-0.022
,-0.023,-0.001,0.015,-0.023,-0.009,-0.022
,-0.023,-0.002,0.015,-0.023,-0.01,-0.021
,-0.023,-0.003,0.015,-0.023,-0.01,-0.02
,-0.024,-0.003,0.015,-0.024,-0.01,-0.02
,-0.024,-0.004,0.015,-0.024,-0.011,-0.02
,-0.024,-0.004,0.015,-0.024,-0.011,-0.02
,-0.024,-0.004,0.015,-0.024,-0.011,-0.02
,-0.024,-0.004,0.015,-0.024,-0.011,-0.02
,-0.024,-0.004,0.016,-0.024,-0.011,-0.02
,-0.024,-0.003,0.016,-0.024,-0.011,-0.021
,-0.024,-0.003,0.016,-0.024,-0.011,-0.021
,-0.023,-0.002,0.017,-0.023,-0.011,-0.022
,-0.023,-0.001,0.017,-0.023,-0.011,-0.023
,-0.023,0,0.018,-0.023,-0.011,-0.024
,-0.023,0.001,0.018,-0.023,-0.011,-0.025
,-0.022,0.002,0.019,-0.022,-0.011,-0.026
,-0.022,0.004,0.02,-0.022,-0.01,-0.027
,-0.021,0.005,0.021,-0.021,-0.01,-0.028
,-0.02,0.007,0.021,-0.02,-0.009,-0.03
,-0.02,0.009,0.022,-0.02,-0.009,-0.031
,-0.019,0.01,0.023,-0.019,-0.008,-0.032
,-0.018,0.012,0.024,-0.018,-0.007,-0.034
,-0.017,0.014,0.025,-0.017,-0.006,-0.035
,-0.016,0.016,0.027,-0.016,-0.005,-0.036
,-0.015,0.018,0.028,-0.015,-0.004,-0.037
,-0.014,0.019,0.029,-0.014,-0.003,-0.038
,-0.013,0.021,0.03,-0.013,-0.002,-0.039
,-0.011,0.023,0.032,-0.011,-0.001,-0.039
,-0.01,0.025,0.033,-0.01,0.001,-0.04
,-0.009,0.026,0.035,-0.009,0.002,-0.04
,-0.007,0.028,0.036,-0.007,0.003,-0.04
,-0.006,0.03,0.038,-0.006,0.005,-0.039
,-0.005,0.031,0.039,-0.005,0.006,-0.039
,-0.003,0.033,0.041,-0.003,0.008,-0.038
,-0.002,0.034,0.042,-0.002,0.009,-0.037
,0,0.035,0.044,0,0.011,-0.036
,0.001,0.037,0.045,0.001,0.012,-0.034
,0.002,0.038,0.047,0.002,0.014,-0.033
,0.004,0.039,0.048,0.004,0.016,-0.031
,0.005,0.04,0.05,0.005,0.017,-0.028
,0.006,0.041,0.051,0.006,0.019,-0.026
,0.008,0.042,0.052,0.008,0.021,-0.023
,0.009,0.043,0.053,0.009,0.022,-0.02
,0.01,0.044,0.054,0.01,0.024,-0.017
,0.012,0.045,0.055,0.012,0.025,-0.014
,0.013,0.046,0.056,0.013,0.027,-0.011
,0.014,0.047,0.057,0.014,0.029,-0.008
,0.015,0.047,0.057,0.015,0.03,-0.005
,0.016,0.048,0.058,0.016,0.032,-0.001
,0.017,0.049,0.059,0.017,0.033,0.002
,0.018,0.05,0.059,0.018,0.035,0.006
,0.019,0.051,0.059,0.019,0.036,0.009
,0.02,0.052,0.059,0.02,0.038,0.012
,0.021,0.052,0.059,0.021,0.04,0.016
,0.022,0.053,0.059,0.022,0.041,0.019
,0.023,0.054,0.059,0.023,0.043,0.022
,0.024,0.055,0.059,0.024,0.044,0.025
,0.024,0.056,0.059,0.024,0.046,0.027
,0.025,0.057,0.059,0.025,0.047,0.03
,0.026,0.058,0.059,0.026,0.049,0.032
,0.027,0.059,0.058,0.027,0.05,0.034
,0.028,0.06,0.058,0.028,0.052,0.036
